,label,comment,pred_random,pred_video request,pred_compliment,pred_question,pred_hate_speech,pred_problem,pred_label
27,compliment,"really great video! You inspire me, thank you :D",0.002735291374847293,0.07338625192642212,0.02124154567718506,0.0034854242112487555,0.0034854242112487555,0.0015975908609107137,video request
28,compliment,Thank you a lot for this video! It is very helpful and gives so much needed information.,0.0038095584604889154,0.27224963903427124,0.03721929341554642,0.017173560336232185,0.005571805872023106,0.0038095584604889154,video request
29,hate_speech,"Please read this The Israeli occupation, a fact even acknowledged by Israelis, traces back to 1948 when the Balfour Declaration of 1917 pledged support for a Jewish national home in Palestine",0.004111169837415218,0.1649540662765503,0.13606564700603485,0.049022167921066284,0.01803491823375225,0.004111169837415218,video request
30,hate_speech,Who is that scared woman in the picture?,0.012010271660983562,0.10032246261835098,0.024882394820451736,0.024882394820451736,0.02389061264693737,0.005606331862509251,video request
31,question,"Love your top, where’s is is from?",0.009398231282830238,0.2223277986049652,0.04640928655862808,0.01728080026805401,0.01728080026805401,0.003192106494680047,video request
32,question,"I don't know why, I can only speak English when I’m alone at home and I’m scared when I meet people. Answer me if you can",0.01447984203696251,0.37198150157928467,0.07320313900709152,0.07320313900709152,0.027663152664899826,0.011055543087422848,video request
33,question,As question we can dowlnload it from play store???,0.020098166540265083,0.13148020207881927,0.0516342967748642,0.03242582455277443,0.020098166540265083,0.009610223583877087,video request
34,question,Hi linguamarina can someone talk to you privately?,0.007423514500260353,0.09790188819169998,0.06829598546028137,0.061800893396139145,0.014909674413502216,0.007423514500260353,video request
35,question,"I have been studying English for two years and I could reach the intermediate level , but , I am feeling stuck in this level",0.005369275342673063,0.12113308161497116,0.051227688789367676,0.031092314049601555,0.008526082150638103,0.005369275342673063,video request
36,random,I thought you were freaking out because of what your dog did to your sweater. 😂,0.05781654641032219,0.1518913358449936,0.11954288184642792,0.0729932188987732,0.0729932188987732,0.05561697110533714,video request
37,random,Actually I was concentrating on your pullover. 😁,0.023735107854008675,0.25868576765060425,0.12438258528709412,0.10997407883405685,0.05594470724463463,0.023735107854008675,video request
